Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2690        -331.0032    -334.3922       3.3890   359.2
0.2695        -330.9926    -334.4429       3.4503   365.7
0.2700        -330.9796    -334.4230       3.4434   364.9
0.2705        -330.9653    -334.3522       3.3868   358.9
0.2710        -330.9516    -334.2743       3.3227   352.1
0.2715        -330.9400    -334.2289       3.2890   348.6
0.2720        -330.9302    -334.2290       3.2988   349.6
0.2725        -330.9210    -334.2604       3.3394   353.9
0.2730        -330.9118    -334.2971       3.3853   358.8
0.2735        -330.9015    -334.3155       3.4140   361.8
0.2740        -330.8912    -334.3064       3.4152   361.9
0.2745        -330.8806    -334.2706       3.3900   359.3
0.2750        -330.8703    -334.2127       3.3424   354.2
0.2755        -330.8604    -334.1365       3.2761   347.2
0.2760        -330.8502    -334.0471       3.1969   338.8
0.2765        -330.8396    -333.9571       3.1175   330.4
0.2770        -330.8289    -333.8875       3.0586   324.1
0.2775        -330.8189    -333.8584       3.0395   322.1
0.2780        -330.8103    -333.8761       3.0658   324.9
0.2785        -330.8027    -333.9231       3.1204   330.7
0.2790        -330.7946    -333.9631       3.1685   335.8
0.2795        -330.7846    -333.9628       3.1782   336.8
0.2800        -330.7720    -333.9159       3.1439   333.2
0.2805        -330.7584    -333.8503       3.0919   327.7
0.2810        -330.7461    -333.8086       3.0625   324.6
0.2815        -330.7352    -333.8189       3.0837   326.8
0.2820        -330.7252    -333.8829       3.1576   334.6
0.2825        -330.7155    -333.9772       3.2617   345.7
0.2830        -330.7052    -334.0691       3.3639   356.5
0.2835        -330.6936    -334.1311       3.4376   364.3
0.2840        -330.6811    -334.1513       3.4702   367.8
0.2845        -330.6682    -334.1328       3.4645   367.2
0.2850        -330.6556    -334.0906       3.4350   364.0
0.2855        -330.6431    -334.0426       3.3994   360.3
0.2860        -330.6316    -334.0040       3.3724   357.4
0.2865        -330.6201    -333.9847       3.3646   356.6
0.2870        -330.6090    -333.9945       3.3854   358.8
0.2875        -330.5987    -334.0403       3.4416   364.7
0.2880        -330.5889    -334.1184       3.5295   374.0
0.2885        -330.5801    -334.2111       3.6310   384.8
0.2890        -330.5716    -334.2894       3.7179   394.0
0.2895        -330.5620    -334.3276       3.7656   399.1
0.2900        -330.5518    -334.3212       3.7694   399.5
0.2905        -330.5419    -334.2852       3.7434   396.7
0.2910        -330.5325    -334.2431       3.7106   393.2
0.2915        -330.5248    -334.2183       3.6935   391.4
0.2920        -330.5181    -334.2230       3.7048   392.6
0.2925        -330.5133    -334.2588       3.7456   396.9
0.2930        -330.5092    -334.3129       3.8037   403.1
0.2935        -330.5059    -334.3667       3.8608   409.2
0.2940        -330.5028    -334.4044       3.9016   413.5
0.2945        -330.4998    -334.4183       3.9185   415.3
0.2950        -330.4980    -334.4077       3.9097   414.3
0.2955        -330.4970    -334.3747       3.8777   410.9
0.2960        -330.4970    -334.3239       3.8269   405.6
0.2965        -330.4974    -334.2620       3.7646   399.0
0.2970        -330.4983    -334.2008       3.7025   392.4
0.2975        -330.4998    -334.1525       3.6527   387.1
0.2980        -330.5024    -334.1284       3.6261   384.3
0.2985        -330.5065    -334.1319       3.6254   384.2
0.2990        -330.5112    -334.1529       3.6418   385.9
0.2995        -330.5168    -334.1756       3.6588   387.8
0.3000        -330.5224    -334.1804       3.6579   387.7
0.3005        -330.5278    -334.1560       3.6283   384.5
0.3010        -330.5325    -334.1050       3.5725   378.6
0.3015        -330.5368    -334.0445       3.5077   371.7
0.3020        -330.5421    -334.0006       3.4585   366.5
0.3025        -330.5484    -333.9896       3.4412   364.7
0.3030        -330.5565    -334.0106       3.4541   366.1
0.3035        -330.5648    -334.0466       3.4818   369.0
0.3040        -330.5731    -334.0785       3.5054   371.5
0.3045        -330.5813    -334.0934       3.5122   372.2
0.3050        -330.5890    -334.0878       3.4988   370.8
0.3055        -330.5972    -334.0677       3.4705   367.8
0.3060        -330.6058    -334.0413       3.4354   364.1
0.3065        -330.6142    -334.0146       3.4004   360.4
0.3070        -330.6230    -333.9953       3.3723   357.4
0.3075        -330.6320    -333.9892       3.3572   355.8
0.3080        -330.6403    -334.0007       3.3604   356.1
0.3085        -330.6500    -334.0374       3.3874   359.0
0.3090        -330.6609    -334.0949       3.4340   363.9
0.3095        -330.6725    -334.1573       3.4848   369.3
0.3100        -330.6840    -334.2026       3.5187   372.9
0.3105        -330.6948    -334.2153       3.5204   373.1
0.3110        -330.7046    -334.1956       3.4910   370.0
0.3115        -330.7135    -334.1653       3.4518   365.8
0.3120        -330.7236    -334.1572       3.4335   363.9
0.3125        -330.7356    -334.1907       3.4551   366.2
0.3130        -330.7494    -334.2608       3.5114   372.1
0.3135        -330.7639    -334.3398       3.5759   379.0
0.3140        -330.7776    -334.3988       3.6212   383.8
0.3145        -330.7916    -334.4268       3.6352   385.2
0.3150        -330.8054    -334.4238       3.6185   383.5
0.3155        -330.8198    -334.3983       3.5785   379.2
0.3160        -330.8349    -334.3569       3.5220   373.3
0.3165        -330.8498    -334.3031       3.4533   366.0
0.3170        -330.8640    -334.2435       3.3795   358.2
0.3175        -330.8772    -334.1936       3.3164   351.5
0.3180        -330.8911    -334.1754       3.2843   348.1
0.3185        -330.9061    -334.2025       3.2964   349.3
0.3190        -330.9229    -334.2690       3.3461   354.6
0.3195        -330.9405    -334.3457       3.4053   360.9
0.3200        -330.9581    -334.3961       3.4380   364.3
0.3205        -330.9738    -334.3953       3.4215   362.6
0.3210        -330.9878    -334.3492       3.3614   356.2
0.3215        -331.0010    -334.2893       3.2883   348.5
0.3220        -331.0152    -334.2547       3.2395   343.3
0.3225        -331.0312    -334.2646       3.2334   342.7
0.3230        -331.0484    -334.3077       3.2593   345.4
0.3235        -331.0653    -334.3567       3.2914   348.8
0.3240        -331.0812    -334.3900       3.3088   350.7
0.3245        -331.0964    -334.4030       3.3066   350.4
0.3250        -331.1118    -334.4027       3.2909   348.8
0.3255        -331.1277    -334.3947       3.2670   346.2
0.3260        -331.1436    -334.3780       3.2344   342.8
0.3265        -331.1592    -334.3490       3.1898   338.1
0.3270        -331.1736    -334.3080       3.1343   332.2
0.3275        -331.1869    -334.2661       3.0793   326.3
0.3280        -331.1998    -334.2450       3.0452   322.7
0.3285        -331.2140    -334.2634       3.0494   323.2
0.3290        -331.2295    -334.3194       3.0899   327.5
0.3295        -331.2455    -334.3897       3.1441   333.2
0.3300        -331.2605    -334.4418       3.1813   337.1
0.3305        -331.2740    -334.4586       3.1846   337.5
0.3310        -331.2862    -334.4459       3.1598   334.9
0.3315        -331.2982    -334.4259       3.1277   331.5
0.3320        -331.3107    -334.4206       3.1099   329.6
0.3325        -331.3239    -334.4395       3.1156   330.2
0.3330        -331.3372    -334.4797       3.1425   333.0
0.3335        -331.3508    -334.5340       3.1832   337.3
0.3340        -331.3643    -334.5934       3.2291   342.2
0.3345        -331.3780    -334.6489       3.2709   346.6
0.3350        -331.3919    -334.6899       3.2980   349.5
0.3355        -331.4054    -334.7064       3.3010   349.8
0.3360        -331.4188    -334.6954       3.2767   347.3
0.3365        -331.4319    -334.6591       3.2272   342.0
0.3370        -331.4442    -334.6038       3.1596   334.8
0.3375        -331.4559    -334.5419       3.0860   327.0
0.3380        -331.4672    -334.4900       3.0228   320.3
0.3385        -331.4792    -334.4611       2.9819   316.0
0.3390        -331.4914    -334.4545       2.9631   314.0
0.3395        -331.5032    -334.4585       2.9554   313.2
0.3400        -331.5143    -334.4598       2.9455   312.2
0.3405        -331.5244    -334.4514       2.9270   310.2
0.3410        -331.5337    -334.4369       2.9032   307.7
0.3415        -331.5432    -334.4218       2.8786   305.1
0.3420        -331.5518    -334.4054       2.8536   302.4
0.3425        -331.5598    -334.3886       2.8288   299.8
0.3430        -331.5670    -334.3757       2.8088   297.7
0.3435        -331.5736    -334.3752       2.8016   296.9
0.3440        -331.5806    -334.3929       2.8123   298.0
0.3445        -331.5873    -334.4256       2.8383   300.8
0.3450        -331.5935    -334.4663       2.8728   304.5
0.3455        -331.5992    -334.5096       2.9104   308.4
0.3460        -331.6044    -334.5533       2.9490   312.5
0.3465        -331.6096    -334.5967       2.9871   316.6
0.3470        -331.6147    -334.6371       3.0224   320.3
0.3475        -331.6198    -334.6698       3.0500   323.2
0.3480        -331.6245    -334.6890       3.0645   324.8
0.3485        -331.6281    -334.6933       3.0653   324.8
0.3490        -331.6314    -334.6896       3.0582   324.1
0.3495        -331.6342    -334.6893       3.0551   323.8
0.3500        -331.6371    -334.7057       3.0686   325.2
0.3505        -331.6407    -334.7456       3.1048   329.0
0.3510        -331.6449    -334.8005       3.1556   334.4
0.3515        -331.6496    -334.8479       3.1983   339.0
0.3520        -331.6530    -334.8624       3.2094   340.1
0.3525        -331.6550    -334.8358       3.1808   337.1
0.3530        -331.6563    -334.7808       3.1246   331.1
0.3535        -331.6574    -334.7197       3.0623   324.5
0.3540        -331.6590    -334.6729       3.0140   319.4
0.3545        -331.6610    -334.6508       2.9898   316.9
0.3550        -331.6632    -334.6530       2.9898   316.9
0.3555        -331.6655    -334.6717       3.0062   318.6
0.3560        -331.6676    -334.6925       3.0248   320.6
0.3565        -331.6689    -334.7007       3.0319   321.3
0.3570        -331.6696    -334.6884       3.0188   319.9
0.3575        -331.6697    -334.6540       2.9843   316.3
0.3580        -331.6692    -334.6013       2.9321   310.7
0.3585        -331.6675    -334.5402       2.8727   304.4
0.3590        -331.6650    -334.4900       2.8250   299.4
0.3595        -331.6628    -334.4739       2.8111   297.9
0.3600        -331.6611    -334.5074       2.8463   301.6
0.3605        -331.6600    -334.5895       2.9294   310.5
0.3610        -331.6596    -334.6989       3.0393   322.1
0.3615        -331.6580    -334.8038       3.1458   333.4
0.3620        -331.6556    -334.8804       3.2248   341.8
0.3625        -331.6520    -334.9172       3.2651   346.0
0.3630        -331.6480    -334.9167       3.2687   346.4
0.3635        -331.6436    -334.8908       3.2472   344.1
0.3640        -331.6396    -334.8563       3.2167   340.9
0.3645        -331.6354    -334.8275       3.1921   338.3
0.3650        -331.6319    -334.8162       3.1843   337.5
0.3655        -331.6285    -334.8239       3.1953   338.6
0.3660        -331.6255    -334.8448       3.2193   341.2
0.3665        -331.6227    -334.8690       3.2463   344.0
0.3670        -331.6198    -334.8842       3.2644   346.0
0.3675        -331.6166    -334.8790       3.2625   345.8
0.3680        -331.6127    -334.8474       3.2346   342.8
0.3685        -331.6086    -334.7910       3.1823   337.3
0.3690        -331.6043    -334.7182       3.1139   330.0
0.3695        -331.5996    -334.6417       3.0421   322.4
0.3700        -331.5957    -334.5754       2.9797   315.8
0.3705        -331.5911    -334.5258       2.9347   311.0
0.3710        -331.5866    -334.4964       2.9098   308.4
0.3715        -331.5818    -334.4869       2.9051   307.9
0.3720        -331.5768    -334.4953       2.9185   309.3
0.3725        -331.5719    -334.5148       2.9429   311.9
0.3730        -331.5662    -334.5350       2.9688   314.6
0.3735        -331.5602    -334.5483       2.9881   316.7
0.3740        -331.5531    -334.5502       2.9971   317.6
0.3745        -331.5454    -334.5444       2.9990   317.8
0.3750        -331.5375    -334.5381       3.0006   318.0
0.3755        -331.5296    -334.5374       3.0079   318.8
0.3760        -331.5215    -334.5448       3.0233   320.4
0.3765        -331.5137    -334.5589       3.0452   322.7
0.3770        -331.5053    -334.5742       3.0689   325.2
0.3775        -331.4962    -334.5877       3.0915   327.6
0.3780        -331.4869    -334.6020       3.1150   330.1
0.3785        -331.4771    -334.6215       3.1444   333.2
0.3790        -331.4677    -334.6516       3.1839   337.4
0.3795        -331.4584    -334.6892       3.2308   342.4
0.3800        -331.4492    -334.7232       3.2740   347.0
0.3805        -331.4394    -334.7408       3.3013   349.9
0.3810        -331.4288    -334.7364       3.3076   350.5
0.3815        -331.4175    -334.7168       3.2993   349.7
0.3820        -331.4067    -334.6981       3.2914   348.8
0.3825        -331.3960    -334.6957       3.2998   349.7
0.3830        -331.3859    -334.7208       3.3350   353.4
0.3835        -331.3764    -334.7740       3.3977   360.1
0.3840        -331.3681    -334.8442       3.4761   368.4
0.3845        -331.3597    -334.9070       3.5473   375.9
0.3850        -331.3512    -334.9379       3.5867   380.1
0.3855        -331.3418    -334.9191       3.5773   379.1
0.3860        -331.3321    -334.8512       3.5192   373.0
0.3865        -331.3225    -334.7498       3.4273   363.2
0.3870        -331.3131    -334.6361       3.3230   352.2
0.3875        -331.3048    -334.5332       3.2284   342.1
